Date,Close
3/3/2015 17:30:00,111
3/4/2015 17:30:00,113
3/5/2015 17:30:00,114.5
3/6/2015 17:30:00,115.3
3/9/2015 17:30:00,114.35
3/10/2015 17:30:00,113.7
3/11/2015 17:30:00,119.35
3/12/2015 17:30:00,118.55
3/13/2015 17:30:00,119.95
3/16/2015 17:30:00,122.6
3/17/2015 17:30:00,121
3/18/2015 17:30:00,115.9
3/19/2015 17:30:00,116.6
3/20/2015 17:30:00,116.75
3/23/2015 17:30:00,113.75
3/24/2015 17:30:00,115.1
3/25/2015 17:30:00,114.15
3/26/2015 17:30:00,116.45
3/27/2015 17:30:00,116.1
3/30/2015 17:30:00,118
3/31/2015 17:30:00,116.45
4/1/2015 17:30:00,115.5
4/2/2015 17:30:00,114.95
4/7/2015 17:30:00,114.9
4/8/2015 17:30:00,113.25
4/9/2015 17:30:00,116.2
4/10/2015 17:30:00,117.35
4/13/2015 17:30:00,116.25
4/14/2015 17:30:00,115.15
4/15/2015 17:30:00,115.4
4/16/2015 17:30:00,112.9
4/17/2015 17:30:00,110.4
4/20/2015 17:30:00,111.7
4/21/2015 17:30:00,112
4/22/2015 17:30:00,110
4/23/2015 17:30:00,110.25
4/24/2015 17:30:00,110.45
4/27/2015 17:30:00,113
4/28/2015 17:30:00,109.85
4/29/2015 17:30:00,106.35
4/30/2015 17:30:00,106.1
5/4/2015 17:30:00,106.75
5/5/2015 17:30:00,106.5
5/6/2015 17:30:00,104.1
5/7/2015 17:30:00,104.6
5/8/2015 17:30:00,109.5
5/11/2015 17:30:00,109.3
5/12/2015 17:30:00,106.35
5/13/2015 17:30:00,104.9
5/14/2015 17:30:00,104.6
5/15/2015 17:30:00,102
5/18/2015 17:30:00,103.35
5/19/2015 17:30:00,107.15
5/20/2015 17:30:00,106.45
5/21/2015 17:30:00,105.35
5/22/2015 17:30:00,104.8
5/26/2015 17:30:00,103.6
5/27/2015 17:30:00,104.9
5/28/2015 17:30:00,103.05
5/29/2015 17:30:00,100.7
6/1/2015 17:30:00,100.75
6/2/2015 17:30:00,100.2
6/3/2015 17:30:00,101.25
6/4/2015 17:30:00,100.3
6/5/2015 17:30:00,99.59
6/8/2015 17:30:00,97.37
6/9/2015 17:30:00,98.04
6/10/2015 17:30:00,100.8
6/11/2015 17:30:00,101.25
6/12/2015 17:30:00,99.92
6/15/2015 17:30:00,98.59
6/16/2015 17:30:00,98.35
6/17/2015 17:30:00,97.01
6/18/2015 17:30:00,97.88
6/19/2015 17:30:00,97.74
6/22/2015 17:30:00,102.3
6/23/2015 17:30:00,104.35
6/24/2015 17:30:00,103.25
6/25/2015 17:30:00,103.7
6/26/2015 17:30:00,103.5
6/29/2015 17:30:00,99.3
6/30/2015 17:30:00,98.18
7/1/2015 17:30:00,100.5
7/2/2015 17:30:00,99.2
7/3/2015 17:30:00,98.9
7/6/2015 17:30:00,97.26
7/7/2015 17:30:00,93.9
7/8/2015 17:30:00,92.09
7/9/2015 17:30:00,93.99
7/10/2015 17:30:00,95.2
7/13/2015 17:30:00,94.97
7/14/2015 17:30:00,94.67
7/15/2015 17:30:00,93.55
7/16/2015 17:30:00,95.74
7/17/2015 17:30:00,95.58
7/20/2015 17:30:00,95.61
7/21/2015 17:30:00,95.14
7/22/2015 17:30:00,94.13
7/23/2015 17:30:00,93.69
7/24/2015 17:30:00,91.64
7/27/2015 17:30:00,89.08
7/28/2015 17:30:00,90.18
7/29/2015 17:30:00,89.48
7/30/2015 17:30:00,89.86
7/31/2015 17:30:00,91.3
8/3/2015 17:30:00,92.06
8/4/2015 17:30:00,90.88
8/5/2015 17:30:00,92.97
8/6/2015 17:30:00,92.18
8/7/2015 17:30:00,92.88
8/10/2015 17:30:00,93.4
8/11/2015 17:30:00,89.42
8/12/2015 17:30:00,86.09
8/13/2015 17:30:00,86.19
8/14/2015 17:30:00,86.15
8/17/2015 17:30:00,86.63
8/18/2015 17:30:00,85.87
8/19/2015 17:30:00,83.87
8/20/2015 17:30:00,82
8/21/2015 17:30:00,80.13
8/24/2015 17:30:00,76.93
8/25/2015 17:30:00,81.82
8/26/2015 17:30:00,80.62
8/27/2015 17:30:00,82.95
8/28/2015 17:30:00,82.94
8/31/2015 17:30:00,82.22
9/1/2015 17:30:00,80.1
9/2/2015 17:30:00,79.55
9/3/2015 17:30:00,82.16
9/4/2015 17:30:00,80.32
9/7/2015 17:30:00,80.94
9/8/2015 17:30:00,84.04
9/9/2015 17:30:00,85.54
9/10/2015 17:30:00,86.06
9/11/2015 17:30:00,85.53
9/14/2015 17:30:00,85.34
9/15/2015 17:30:00,87.23
9/16/2015 17:30:00,87.42
9/17/2015 17:30:00,88.26
9/18/2015 17:30:00,85.71
9/21/2015 17:30:00,84.4
9/22/2015 17:30:00,79.32
9/23/2015 17:30:00,79.79
9/24/2015 17:30:00,75.68
9/25/2015 17:30:00,78.89
9/28/2015 17:30:00,76.59
9/29/2015 17:30:00,76.37
9/30/2015 17:30:00,79.22
10/1/2015 17:30:00,78.33
10/2/2015 17:30:00,78.21
10/5/2015 17:30:00,81.17
10/6/2015 17:30:00,82.22
10/7/2015 17:30:00,85.74
10/8/2015 17:30:00,86.2
10/9/2015 17:30:00,87.8
10/12/2015 17:30:00,89.25
10/13/2015 17:30:00,88.11
10/14/2015 17:30:00,86.74
10/15/2015 17:30:00,87.01
10/16/2015 17:30:00,86.74
10/19/2015 17:30:00,87.69
10/20/2015 17:30:00,87.28
10/21/2015 17:30:00,88
10/22/2015 17:30:00,90.35
10/23/2015 17:30:00,93.29
10/26/2015 17:30:00,92.91
10/27/2015 17:30:00,92.38
10/28/2015 17:30:00,92.97
10/29/2015 17:30:00,93.34
10/30/2015 17:30:00,93.36
11/2/2015 17:30:00,94.36
11/3/2015 17:30:00,93.57
11/4/2015 17:30:00,92.45
11/5/2015 17:30:00,92.78
11/6/2015 17:30:00,96.03
11/9/2015 17:30:00,94.96
11/10/2015 17:30:00,95.93
11/11/2015 17:30:00,96.18
11/12/2015 17:30:00,94.46
11/13/2015 17:30:00,94.54
11/16/2015 17:30:00,94.71
11/17/2015 17:30:00,97.26
11/18/2015 17:30:00,97.45
11/19/2015 17:30:00,98.73
11/20/2015 17:30:00,99.17
11/23/2015 17:30:00,98.45
11/24/2015 17:30:00,96.76
11/25/2015 17:30:00,99.5
11/26/2015 17:30:00,100.85
11/27/2015 17:30:00,101.5
11/30/2015 17:30:00,103.3
12/1/2015 17:30:00,103.3
12/2/2015 17:30:00,102.65
12/3/2015 17:30:00,98.34
12/4/2015 17:30:00,98.17
12/7/2015 17:30:00,99.99
12/8/2015 17:30:00,97.2
12/9/2015 17:30:00,97.14
12/10/2015 17:30:00,97.27
12/11/2015 17:30:00,94.11
12/14/2015 17:30:00,91.9
12/15/2015 17:30:00,94.69
12/16/2015 17:30:00,95.49
12/17/2015 17:30:00,98.72
12/18/2015 17:30:00,96.71
12/21/2015 17:30:00,95.5
12/22/2015 17:30:00,96.35
12/23/2015 17:30:00,98.55
12/28/2015 17:30:00,97.35
12/29/2015 17:30:00,98.56
12/30/2015 17:30:00,97.63
1/4/2016 17:30:00,92.25
1/5/2016 17:30:00,91.82
1/6/2016 17:30:00,88.78
1/7/2016 17:30:00,85.44
1/8/2016 17:30:00,83.44
1/11/2016 17:30:00,83.14
1/12/2016 17:30:00,84.85
1/13/2016 17:30:00,82.89
1/14/2016 17:30:00,80.11
1/15/2016 17:30:00,78.02
1/18/2016 17:30:00,78.1
1/19/2016 17:30:00,78.86
1/20/2016 17:30:00,76.77
1/21/2016 17:30:00,78.7
1/22/2016 17:30:00,79.71
1/25/2016 17:30:00,78.92
1/26/2016 17:30:00,79.4
1/27/2016 17:30:00,79.96
1/28/2016 17:30:00,77.62
1/29/2016 17:30:00,76.66
2/1/2016 17:30:00,75.47
2/2/2016 17:30:00,74.03
2/3/2016 17:30:00,72.7
2/4/2016 17:30:00,71.49
2/5/2016 17:30:00,72.41
2/8/2016 17:30:00,69.3
2/9/2016 17:30:00,67.83
2/10/2016 17:30:00,69.08
2/11/2016 17:30:00,67.18
2/12/2016 17:30:00,70.26
2/15/2016 17:30:00,73.08
2/16/2016 17:30:00,72.82
2/17/2016 17:30:00,75.39
2/18/2016 17:30:00,75.35
2/19/2016 17:30:00,73.83
2/22/2016 17:30:00,75.2
2/23/2016 17:30:00,73.14
2/24/2016 17:30:00,70.2
2/25/2016 17:30:00,71.3
2/26/2016 17:30:00,73.89
2/29/2016 17:30:00,75.15
3/1/2016 17:30:00,78.31
3/2/2016 17:30:00,80.43
3/3/2016 17:30:00,81.15
3/4/2016 17:30:00,82.63
3/7/2016 17:30:00,81.87
3/8/2016 17:30:00,80.02
3/9/2016 17:30:00,78.54
3/10/2016 17:30:00,75.42
3/11/2016 17:30:00,78.72
3/14/2016 17:30:00,80.23
3/15/2016 17:30:00,79.56
3/16/2016 17:30:00,82.63
3/17/2016 17:30:00,81.02
3/18/2016 17:30:00,81.58
3/21/2016 17:30:00,81.2
3/22/2016 17:30:00,81.38
3/23/2016 17:30:00,81.06
3/24/2016 17:30:00,79.58
3/29/2016 17:30:00,80.45
3/30/2016 17:30:00,82.11
3/31/2016 17:30:00,80.7
4/1/2016 17:30:00,78
4/4/2016 17:30:00,77.54
4/5/2016 17:30:00,74.63
4/6/2016 17:30:00,75
4/7/2016 17:30:00,73.85
4/8/2016 17:30:00,74.3
4/11/2016 17:30:00,74.79
4/12/2016 17:30:00,75.35
4/13/2016 17:30:00,78
4/14/2016 17:30:00,79.2
4/15/2016 17:30:00,78.37
4/18/2016 17:30:00,80.41
4/19/2016 17:30:00,83.07
4/20/2016 17:30:00,84.02
4/21/2016 17:30:00,84.15
4/22/2016 17:30:00,82.78
4/25/2016 17:30:00,81.94
4/26/2016 17:30:00,82.6
4/27/2016 17:30:00,83.36
4/28/2016 17:30:00,83.94
4/29/2016 17:30:00,80.5
5/2/2016 17:30:00,81.12
5/3/2016 17:30:00,78.03
5/4/2016 17:30:00,76.45
5/5/2016 17:30:00,75.53
5/6/2016 17:30:00,75.69
5/9/2016 17:30:00,76.52
5/10/2016 17:30:00,78.01
5/11/2016 17:30:00,76.9
5/12/2016 17:30:00,75.72
5/13/2016 17:30:00,73.77
5/17/2016 17:30:00,71.56
5/18/2016 17:30:00,70.99
5/19/2016 17:30:00,70.66
5/20/2016 17:30:00,71.7
5/23/2016 17:30:00,70.82
5/24/2016 17:30:00,72.14
5/25/2016 17:30:00,73.86
5/26/2016 17:30:00,75.45
5/27/2016 17:30:00,75.16
5/30/2016 17:30:00,75.76
5/31/2016 17:30:00,75.89
6/1/2016 17:30:00,73.93
6/2/2016 17:30:00,74.05
6/3/2016 17:30:00,72.27
6/6/2016 17:30:00,72.24
6/7/2016 17:30:00,73.83
6/8/2016 17:30:00,73
6/9/2016 17:30:00,71.84
6/10/2016 17:30:00,70.7
6/13/2016 17:30:00,69.34
6/14/2016 17:30:00,67.6
6/15/2016 17:30:00,68.56
6/16/2016 17:30:00,68.3
6/17/2016 17:30:00,68.97
6/20/2016 17:30:00,72.24
6/21/2016 17:30:00,72.64
6/22/2016 17:30:00,72.47
6/23/2016 17:30:00,74.25
6/24/2016 17:30:00,68.66
6/27/2016 17:30:00,65.67
6/28/2016 17:30:00,65.83
6/29/2016 17:30:00,65.88
6/30/2016 17:30:00,65.79
7/1/2016 17:30:00,67.79
7/4/2016 17:30:00,66.79
7/5/2016 17:30:00,65.21
7/6/2016 17:30:00,65.1
7/7/2016 17:30:00,65.6
7/8/2016 17:30:00,68.44
7/11/2016 17:30:00,70.04
7/12/2016 17:30:00,73.31
7/13/2016 17:30:00,72.98
7/14/2016 17:30:00,74.74
7/15/2016 17:30:00,74.66
7/18/2016 17:30:00,74.91
7/19/2016 17:30:00,73.58
7/20/2016 17:30:00,75.39
7/21/2016 17:30:00,75.98
7/22/2016 17:30:00,75.5
7/25/2016 17:30:00,76.14
7/26/2016 17:30:00,76.78
7/27/2016 17:30:00,78.36
7/28/2016 17:30:00,75.97
7/29/2016 17:30:00,77.05
8/1/2016 17:30:00,77.13
8/2/2016 17:30:00,75.41
8/3/2016 17:30:00,75.81
8/4/2016 17:30:00,75.84
