Date,Close
3/3/2015 16:30:00,321.55
3/4/2015 16:30:00,326.01
3/5/2015 16:30:00,338.02
3/6/2015 16:30:00,338.71
3/9/2015 16:30:00,341.62
3/10/2015 16:30:00,333.9
3/11/2015 16:30:00,334.93
3/12/2015 16:30:00,332.87
3/13/2015 16:30:00,332.7
3/16/2015 16:30:00,333.04
3/17/2015 16:30:00,331.67
3/18/2015 16:30:00,337.68
3/19/2015 16:30:00,337.16
3/20/2015 16:30:00,338.88
3/23/2015 16:30:00,338.71
3/24/2015 16:30:00,339.22
3/25/2015 16:30:00,336.65
3/26/2015 16:30:00,330.13
3/27/2015 16:30:00,325.15
3/30/2015 16:30:00,329.96
3/31/2015 16:30:00,327.04
4/1/2015 16:30:00,326.01
4/2/2015 16:30:00,323.78
4/7/2015 16:30:00,326.7
4/8/2015 16:30:00,323.95
4/9/2015 16:30:00,326.01
4/10/2015 16:30:00,334.59
4/13/2015 16:30:00,332.53
4/14/2015 16:30:00,334.07
4/15/2015 16:30:00,338.54
4/16/2015 16:30:00,336.3
4/17/2015 16:30:00,335.79
4/20/2015 16:30:00,336.99
4/21/2015 16:30:00,345.57
4/22/2015 16:30:00,359.64
4/23/2015 16:30:00,355.18
4/24/2015 16:30:00,360.33
4/27/2015 16:30:00,361.7
4/28/2015 16:30:00,356.21
4/29/2015 16:30:00,353.46
4/30/2015 16:30:00,358.95
5/1/2015 16:30:00,357.92
5/5/2015 16:30:00,355.18
5/6/2015 16:30:00,351.06
5/7/2015 16:30:00,349
5/8/2015 16:30:00,353.46
5/11/2015 16:30:00,350.03
5/12/2015 16:30:00,344.88
5/13/2015 16:30:00,344.88
5/14/2015 16:30:00,347.63
5/15/2015 16:30:00,347.63
5/18/2015 16:30:00,346.6
5/19/2015 16:30:00,346.26
5/20/2015 16:30:00,344.54
5/21/2015 16:30:00,346.94
5/22/2015 16:30:00,349.69
5/26/2015 16:30:00,346.26
5/27/2015 16:30:00,349.35
5/28/2015 16:30:00,348.32
5/29/2015 16:30:00,342.48
6/1/2015 16:30:00,342.31
6/2/2015 16:30:00,338.71
6/3/2015 16:30:00,338.71
6/4/2015 16:30:00,333.73
6/5/2015 16:30:00,333.39
6/8/2015 16:30:00,331.33
6/9/2015 16:30:00,330.13
6/10/2015 16:30:00,337.68
6/11/2015 16:30:00,336.82
6/12/2015 16:30:00,332.87
